x,y
1.0471975511965976,1.1989220298168182
1.117010721276371,1.0776137898987683
1.1868238913561442,0.5408337815389703
1.2566370614359172,0.948960553813023
1.3264502315156903,1.1256297197486167
1.3962634015954636,0.8047863628324838
1.4660765716752369,1.0608997917913032
1.53588974175501,1.0265279584478382
1.605702911834783,1.000463684752604
1.6755160819145563,0.9508718427200381
1.7453292519943295,1.0930643005006075
1.8151424220741028,1.2710550697290495
1.8849555921538759,0.7097900986659629
1.9547687622336491,1.1842523740624635
2.0245819323134224,0.9559515788303319
2.0943951023931953,0.9773098069920257
2.1642082724729685,0.5448870195972808
2.234021442552742,0.8217949732188808
2.303834612632515,1.1142790759365397
2.3736477827122884,0.42470714901267814
2.443460952792061,0.1483555395220627
2.5132741228718345,0.15194217831774642
2.5830872929516078,0.5964368052333426
2.6529004630313806,1.0657133954636653
2.722713633111154,0.6876594564281563
2.792526803190927,0.7601756966526259
2.8623399732707,0.30042465977581057
2.9321531433504737,0.5574107850911532
3.0019663134302466,0.07136110396862054
3.07177948351002,0.2230575199590353
3.141592653589793,-0.06682929716839203
3.211405823669566,-0.20708372727049457
3.2812189937493397,-0.10599602702007772
3.3510321638291125,-0.3269471945495933
3.420845333908886,0.051480914398870425
3.490658503988659,-0.29326682351739547
3.560471674068432,-0.30668414601271277
3.6302848441482056,-0.5538796470572737
3.7000980142279785,-0.2158011982944159
3.7699111843077517,-0.770777627792775
3.839724354387525,-0.477729721879961
3.9095375244672983,-0.7823763433189652
3.979350694547071,-0.9780031654180318
4.049163864626845,-0.9103450578278849
4.118977034706617,-1.03018535812253
4.1887902047863905,-0.9191998134620664
4.258603374866164,-0.9835791078150254
4.328416544945937,-0.8491413704884818
4.39822971502571,-0.8097683488809967
4.468042885105484,-1.0071507907077515
4.537856055185257,-0.9912840872162546
4.60766922526503,-0.9222483444172896
4.677482395344803,-1.134360594852271
4.747295565424577,-0.8223508220374449
4.817108735504349,-0.7839657107726095
4.886921905584122,-0.9339125536803384
4.956735075663896,-0.3716198100548628
5.026548245743669,-0.7216917819175463
5.096361415823442,-0.9552519723653274
5.1661745859032155,-0.989339158084727
5.235987755982989,-0.9240709677704613
5.305800926062761,-0.9544697974537588
5.375614096142535,-0.5058144653292524
5.445427266222308,-0.9175973330953233
5.515240436302081,-0.7149389164132341
5.585053606381854,-0.7751116299364116
5.654866776461628,-0.3262395380904072
5.7246799465414,-0.8845582715390545
5.794493116621174,-0.560096358574801
5.8643062867009474,-0.4372130658662723
5.934119456780721,-0.2621810380528625
6.003932626860493,-0.1604116303990702
6.073745796940266,-0.2618591639003903
6.14355896702004,0.10809501341479388
6.213372137099814,0.008931970958808641
6.283185307179586,0.6169127641086505
6.3529984772593595,-0.3073238980466788
6.422811647339132,0.2943232667122178
6.492624817418905,-0.053371443560850884
6.562437987498679,0.07613515139893828
6.632251157578453,0.8382912911821018
6.702064327658225,0.842940180160625
6.771877497737998,0.005425192633103426
6.841690667817772,0.4742258394574548
6.911503837897546,0.5713232903646734
6.981317007977318,0.10985958256613826
7.051130178057091,0.6824507426243089
7.120943348136864,0.8414801297478285
7.190756518216637,0.8423270398862314
7.260569688296411,0.3304391301197775
7.3303828583761845,1.1429524624801013
7.400196028455957,0.9599300404611643
7.47000919853573,0.9117058471936861
7.5398223686155035,0.7625832761082286
7.609635538695276,1.1482854804059561
7.67944870877505,1.214375040882062
7.749261878854823,0.8739986106594035
7.819075048934597,1.0217877301664748
7.888888219014369,1.206140482684662
7.958701389094142,0.505893865367897
8.028514559173916,1.0141766682688678
8.09832772925369,0.4934315042448963
8.168140899333462,0.7203292000829171
8.237954069413234,1.0446217130875486
8.307767239493009,0.8627023555424261
8.377580409572781,0.765990815788007
8.447393579652555,0.7550416093202386
8.517206749732328,1.0000629058621366
8.587019919812102,0.9198524391653028
8.656833089891874,0.49784113889720105
